fighter_name,Height,Weight,Reach,Stance,SLpM,Str_Acc,SApM,Str_Def,TD_Avg,TD_Acc,TD_Def,Sub_Avg,TSNE1,TSNE2
Darrell Montague,"5' 6""",125 lbs.,"67""",Southpaw,1.92,0.25,5.38,0.52,0.72,0.25,0.33,1.4,34.251698,-31.456844
Nicco Montano,"5' 5""",135 lbs.,"65""",Southpaw,5.6,0.41,4.43,0.64,2.25,0.54,0.69,0.4,26.334265,31.983624
Erick Montano,"6' 0""",170 lbs.,"73""",Orthodox,2.79,0.44,2.06,0.64,2.29,0.36,0.66,0.0,-26.831133,5.80047
Augusto Montano,"6' 1""",170 lbs.,"73""",Orthodox,3.46,0.46,2.66,0.56,0.0,0.0,0.66,0.0,15.304395,5.4619594
James Moontasri,"5' 10""",170 lbs.,"71""",Switch,2.39,0.48,3.86,0.4,0.0,0.0,0.79,0.2,21.703085,-28.006792
Homer Moore,"5' 10""",205 lbs.,,Orthodox,0.68,0.5,0.68,0.0,5.07,0.66,0.0,0.0,-41.946365,34.66215
Steve Montgomery,"6' 4""",185 lbs.,,Southpaw,4.85,0.39,4.12,0.47,0.0,0.0,0.64,0.0,33.513462,8.030642
Todd Moore,"5' 9""",170 lbs.,"71""",Southpaw,1.83,0.26,2.3,0.57,0.78,0.14,0.54,0.0,-20.129082,-17.415895
Nate Moore,"6' 0""",170 lbs.,,,2.21,0.25,2.87,0.42,1.23,0.16,0.25,0.0,-5.9776087,-9.982514
Taylor Moore,"5' 10""",135 lbs.,"70""",Southpaw,0.2,0.75,2.07,0.42,0.0,0.0,0.25,0.0,-8.836173,-50.4131
Sergio Moraes,"6' 0""",170 lbs.,"72""",Orthodox,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,7.787147,-9.5472765
Ricardo Morais,"6' 8""",270 lbs.,,Orthodox,2.86,0.37,2.39,0.53,0.0,0.0,0.0,0.0,7.6483264,-32.847324
Marlon Moraes,"5' 6""",135 lbs.,"67""",Orthodox,3.38,0.39,4.11,0.56,1.0,0.41,0.66,0.4,21.424154,-4.9581437
Sheymon Moraes,"5' 8""",145 lbs.,"72""",Orthodox,3.0,0.42,3.64,0.63,0.0,0.0,0.53,0.0,18.042429,-26.190826
John Moraga,"5' 6""",125 lbs.,"66""",Orthodox,2.57,0.43,2.55,0.56,0.62,0.23,0.44,1.1,-11.828837,-12.878544
Leonardo Morales,"5' 8""",135 lbs.,,Southpaw,2.05,0.47,2.05,0.58,0.0,0.0,0.62,0.0,-17.938547,-30.971169
Vince Morales,"5' 7""",145 lbs.,"70""",Orthodox,4.22,0.39,4.16,0.53,0.0,0.0,0.55,0.0,31.921965,-7.263236
Joseph Morales,"5' 6""",125 lbs.,"69""",Switch,1.58,0.37,1.72,0.6,0.53,0.5,0.23,2.6,-47.70464,-10.488383
Albert Morales,"5' 9""",135 lbs.,"72""",Orthodox,3.81,0.35,3.96,0.56,0.91,0.35,0.7,0.2,23.770996,-2.1843147
Omar Morales,"5' 11""",145 lbs.,"73""",Orthodox,3.39,0.34,2.99,0.65,0.29,1.0,1.0,0.0,10.975503,8.294477
Christian Morecraft,"6' 6""",260 lbs.,"81""",Orthodox,2.82,0.34,2.46,0.46,3.26,0.66,0.5,2.2,-29.390844,16.013577
Sarah Moras,"5' 7""",135 lbs.,"67""",Orthodox,2.28,0.34,3.58,0.5,0.67,0.21,0.33,0.8,3.5937924,-9.372505
Richardson Moreira,"6' 2""",185 lbs.,,Orthodox,1.17,0.28,1.83,0.67,0.0,0.0,1.0,0.0,-10.656645,-42.928226
Gisele Moreira,"5' 6""",135 lbs.,,Orthodox,5.93,0.42,6.33,0.48,4.0,0.57,0.0,0.0,29.73002,36.106377
Jesse Moreng,"5' 7""",145 lbs.,,Orthodox,1.26,0.4,2.08,0.48,5.56,1.0,1.0,0.0,-39.026554,35.37759
Vinicius Moreira,"6' 4""",205 lbs.,"76""",Orthodox,3.15,0.59,5.07,0.43,1.97,0.18,0.0,1.3,2.1837513,37.671406
Brandon Moreno,"5' 7""",125 lbs.,"70""",Orthodox,3.41,0.38,3.41,0.59,2.01,0.45,0.67,0.6,-4.7838235,19.054817
Mike Moreno,"6' 0""",185 lbs.,,,1.27,0.51,1.07,0.58,0.0,0.0,0.44,0.0,-16.915077,-43.55992
Dan Moret,"6' 0""",155 lbs.,"73""",Southpaw,2.67,0.43,3.56,0.43,1.25,0.27,0.45,0.4,7.933415,-8.93526
Sammy Morgan,"5' 10""",170 lbs.,,Orthodox,1.05,0.22,3.74,0.4,1.43,0.2,0.0,0.5,3.2942533,-22.080233
Peggy Morgan,"6' 1""",135 lbs.,,,2.27,0.23,8.2,0.33,0.0,0.0,0.5,0.0,58.383217,-14.551337
Alex Morono,"5' 11""",170 lbs.,"72""",Orthodox,4.96,0.42,3.69,0.56,0.44,0.28,0.47,0.4,32.481205,10.458315
Maryna Moroz,"5' 7""",125 lbs.,"67""",Orthodox,4.09,0.31,4.15,0.53,0.56,0.18,0.47,0.4,29.793869,-0.5264468
Sergey Morozov,"5' 6""",135 lbs.,,Orthodox,0.81,0.23,2.89,0.39,0.0,0.0,0.54,0.0,-0.48486954,-47.57975
Brad Morris,"6' 2""",205 lbs.,,Orthodox,0.5,0.62,6.95,0.27,0.0,0.0,0.0,0.0,50.30029,-29.716478
Anthony Morrison,"5' 7""",145 lbs.,,Orthodox,1.7,0.33,0.49,0.8,0.0,0.0,0.5,0.0,-19.22337,-42.49349
Jack Morrison,"5' 11""",205 lbs.,,,0.0,0.0,19.31,0.4,0.0,0.0,0.0,0.0,71.30474,-10.739002
Nikolas Motta,"5' 9""",155 lbs.,"70""",Orthodox,2.8,0.27,3.6,0.66,0.0,0.0,1.0,0.0,19.665771,-26.417645
Flavio Luiz Moura,"5' 11""",183 lbs.,,Open Stance,0.67,0.16,0.0,0.0,0.0,0.0,0.0,0.0,-18.994732,-49.32941
Kin Moy,"5' 5""",135 lbs.,,,2.3,0.33,1.93,0.62,1.67,0.42,0.5,1.7,-40.7891,9.585888
Jamie Moyle,"5' 1""",115 lbs.,"65""",Orthodox,4.51,0.51,4.0,0.65,1.0,0.21,0.5,0.0,29.077662,3.788385
Gegard Mousasi,"6' 2""",185 lbs.,"76""",Orthodox,3.75,0.5,1.21,0.68,1.59,0.6,0.59,1.1,-5.0120068,12.478407
Su Mudaerji,"5' 8""",125 lbs.,"72""",Southpaw,4.49,0.51,2.19,0.68,0.4,1.0,0.77,0.8,15.164208,15.1416445
Lauren Mueller,"5' 5""",125 lbs.,"67""",Orthodox,4.08,0.41,3.77,0.58,0.7,0.5,0.71,0.0,26.85026,1.5901433
Belal Muhammad,"5' 11""",170 lbs.,"72""",Orthodox,4.75,0.43,4.02,0.6,1.97,0.28,0.85,0.2,19.53583,30.175749
Fazlo Mulabitinovic,,135 lbs.,,,0.54,0.16,0.0,1.0,0.0,0.0,0.0,8.0,-63.68341,-0.25229317
James Mulheron,"5' 10""",243 lbs.,"73""",Orthodox,2.4,0.31,3.47,0.42,0.0,0.0,0.25,0.0,17.547148,-29.895653
Quinn Mulhern,"6' 3""",155 lbs.,,Orthodox,1.48,0.28,2.09,0.51,1.36,0.2,0.33,0.0,-23.208271,-16.003016
Jamie Mullarkey,"6' 0""",155 lbs.,"74""",Orthodox,1.87,0.33,4.6,0.42,4.0,0.3,0.66,0.5,-8.15626,41.43413
Pedro Munhoz,"5' 6""",135 lbs.,"65""",Orthodox,5.6,0.43,5.87,0.58,0.68,0.21,0.8,0.8,44.478836,2.5785353
Andre Muniz,"6' 1""",185 lbs.,"78""",Southpaw,2.21,0.58,1.8,0.45,2.61,0.35,0.37,2.2,-44.518032,11.465799
Alexander Munoz,"5' 9""",155 lbs.,"72""",Switch,3.27,0.4,5.23,0.52,2.5,0.35,0.0,0.0,1.1919392,40.970043
Mark Munoz,"6' 0""",185 lbs.,"71""",Orthodox,3.12,0.51,2.26,0.57,3.17,0.29,0.57,0.6,-23.296253,31.904247
Andy Murad,"5' 9""",185 lbs.,,,2.6,0.76,2.87,0.32,1.0,0.2,0.42,0.0,-6.2079406,-8.37113
Johnny Munoz,"5' 9""",145 lbs.,"71""",Orthodox,3.27,0.62,1.4,0.58,2.0,0.12,0.0,1.0,-32.425102,8.228518
Makhmud Muradov,"6' 2""",185 lbs.,"75""",Orthodox,5.32,0.42,2.92,0.64,0.36,0.16,1.0,0.4,32.791008,14.845882
Kanako Murata,"5' 1""",115 lbs.,"62""",Orthodox,1.93,0.67,1.93,0.52,4.0,0.44,0.0,2.0,-42.821785,24.277517
Ryuichi Murata,"5' 8""",183 lbs.,,Orthodox,0.84,0.36,1.89,0.5,4.74,0.5,1.0,3.2,-45.684345,21.617056
Vince Murdock,"5' 6""",145 lbs.,"64""",Orthodox,1.21,0.21,7.17,0.4,0.0,0.0,0.0,0.0,50.86732,-27.493723
Tom Murphy,"6' 2""",227 lbs.,,Southpaw,2.5,0.71,0.17,0.84,7.51,0.85,0.0,2.5,-35.945312,49.409225
Ian Murphy,"6' 1""",185 lbs.,,Orthodox,0.0,0.0,1.93,0.3,4.13,1.0,0.0,0.0,-41.646465,31.943323
Jon Murphy,"6' 3""",260 lbs.,,Orthodox,3.93,0.66,8.85,0.43,0.0,0.0,0.0,0.0,56.50706,-7.9151006
Lauren Murphy,"5' 5""",125 lbs.,"67""",Orthodox,3.8,0.38,3.82,0.63,1.18,0.37,0.7,0.1,22.997646,-1.7541353
Patrick Murphy,"6' 0""",170 lbs.,,,3.4,0.66,0.8,0.42,0.0,0.0,0.5,1.0,-25.14719,-34.190887
Lerone Murphy,"5' 9""",145 lbs.,"73""",Orthodox,2.86,0.42,2.07,0.63,0.87,0.33,0.41,0.9,-9.971346,-2.1194534
Lee Murray,"6' 3""",185 lbs.,,Orthodox,0.36,0.15,3.28,0.32,0.9,1.0,0.42,1.8,-44.6945,-3.6636934
Khalid Murtazaliev,"6' 0""",185 lbs.,"76""",Orthodox,4.8,0.69,0.4,0.78,7.5,1.0,0.33,0.0,-30.847822,46.97882
Nicholas Musoke,"6' 0""",170 lbs.,"75""",Orthodox,3.56,0.35,3.8,0.57,1.16,0.19,0.82,0.2,22.29353,-2.053813
Andre Mussi,"6' 3""",242 lbs.,,Orthodox,0.0,0.0,10.59,0.35,0.0,0.0,0.0,0.0,65.55901,-14.919809
Max Mustaki,"6' 0""",155 lbs.,,Orthodox,8.2,0.5,13.0,0.45,0.0,0.0,0.0,0.0,62.31139,-0.19150758
Magomed Mustafaev,"5' 8""",155 lbs.,"71""",Orthodox,2.59,0.58,2.68,0.41,3.31,0.5,0.23,0.4,-27.520206,27.065857
Fiona Muxlow,"5' 4""",145 lbs.,,,1.44,0.27,5.45,0.34,0.0,0.0,0.0,0.0,42.478577,-30.51358
Elvis Mutapcic,"6' 0""",185 lbs.,"72""",Orthodox,3.41,0.4,4.27,0.38,0.0,0.0,0.81,0.0,30.72329,-12.207897
Ho Bae Myeon,"5' 11""",168 lbs.,,Orthodox,3.16,0.16,3.16,0.83,0.0,0.0,0.0,0.0,13.746364,-25.827435
Katsuhiko Nagata,"5' 7""",154 lbs.,,Southpaw,1.05,0.19,1.5,0.63,0.98,0.28,0.28,0.0,-27.471481,-18.461075
Yuji Nagata,"6' 0""",225 lbs.,,Orthodox,1.45,0.4,14.46,0.04,0.0,0.0,0.0,0.0,68.68217,-11.052636
Logan Nail,,185 lbs.,,,1.93,0.51,2.27,0.39,0.0,0.0,0.37,0.0,-3.3109124,-39.441254
Greg Nagy,"6' 1""",210 lbs.,,Orthodox,0.41,0.5,2.69,0.37,0.0,0.0,0.0,1.2,-9.316736,-36.74369
Yukiya Naito,"6' 1""",205 lbs.,,Orthodox,1.54,0.33,5.13,0.6,0.0,0.0,0.0,0.0,41.361206,-30.786282
Muhammad Naimov,"5' 9""",145 lbs.,"70""",Orthodox,3.47,0.41,5.87,0.44,0.0,0.0,0.25,0.0,43.311695,-15.875247
Andrews Nakahara,"6' 1""",185 lbs.,,Orthodox,2.68,0.44,1.9,0.57,0.0,0.0,0.72,0.4,-16.120354,-30.89629
Rin Nakai,"5' 1""",135 lbs.,,Orthodox,1.57,0.33,3.9,0.6,3.0,0.18,0.75,0.5,-22.206448,18.856531
Keita Nakamura,"5' 11""",170 lbs.,"73""",Southpaw,2.23,0.36,3.2,0.58,1.65,0.48,0.63,0.3,-18.932755,6.1076207
Yusaku Nakamura,"5' 5""",145 lbs.,,,1.72,0.45,3.67,0.55,0.0,0.0,0.83,0.0,9.726833,-43.75925
Kazuhiro Nakamura,"5' 11""",205 lbs.,"70""",Orthodox,1.56,0.37,1.83,0.59,1.73,0.36,0.42,0.6,-30.329836,-6.892502
Daisuke Nakamura,"5' 7""",154 lbs.,,Orthodox,0.94,0.3,1.38,0.61,0.46,0.4,0.3,3.6,-57.897636,-8.413297
Yoshihiro Nakao,"6' 0""",220 lbs.,,Southpaw,1.73,0.35,2.06,0.64,2.69,0.46,0.0,0.5,-31.798231,19.135025
Tyson Nam,"5' 7""",125 lbs.,"68""",Orthodox,3.64,0.31,5.69,0.64,0.0,0.0,1.0,0.0,42.444244,-12.983097
Jutaro Nakao,"5' 9""",170 lbs.,,Southpaw,0.53,0.38,1.06,0.44,0.38,0.5,0.56,0.0,-15.223394,-46.25118
Yui Chul Nam,"5' 9""",145 lbs.,,Orthodox,3.53,0.51,2.0,0.48,1.33,0.16,0.57,0.3,-2.538459,11.606289
Roger Narvaez,"6' 3""",185 lbs.,,Southpaw,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,-7.6935077,-25.75196
Yasuhito Namekawa,"5' 9""",205 lbs.,,Orthodox,0.14,0.5,3.65,0.38,2.11,0.25,0.0,4.2,-55.668938,2.5697403
Rose Namajunas,"5' 5""",115 lbs.,"65""",Orthodox,4.13,0.4,3.98,0.6,1.91,0.53,0.5,0.8,12.158868,29.121164
Nad Narimani,"5' 8""",145 lbs.,"70""",Orthodox,3.33,0.42,3.0,0.58,1.92,0.41,0.7,0.0,-7.0347786,23.192083
Allan Nascimento,"5' 9""",125 lbs.,,Orthodox,7.0,0.68,5.4,0.44,1.0,0.1,0.0,0.0,47.29394,11.508266
Fabio Nascimento,"5' 10""",185 lbs.,,Orthodox,2.94,0.38,4.63,0.55,0.0,0.0,0.55,0.8,25.423298,-20.563478
Bobby Nash,"6' 0""",170 lbs.,"74""",Orthodox,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,-11.348435,13.376934
Rodrigo Nascimento,"6' 2""",246 lbs.,"80""",Orthodox,4.23,0.55,4.32,0.42,2.7,1.0,1.0,2.7,7.4484777,28.13236
Pawel Nastula,"6' 0""",230 lbs.,,Southpaw,1.3,0.43,1.73,0.5,3.0,0.6,0.0,1.5,-41.807854,14.127956
Rafael Natal,"6' 0""",185 lbs.,"77""",Orthodox,3.1,0.47,2.48,0.57,2.55,0.34,0.77,0.5,-21.19147,27.097782
Kevin Natividad,"5' 6""",145 lbs.,"70""",Orthodox,2.57,0.24,3.74,0.54,0.0,0.0,1.0,0.0,20.555717,-26.95081
Danny Navarro,"5' 10""",155 lbs.,,,3.83,0.32,4.62,0.57,2.17,0.25,1.0,0.0,12.956542,35.70031
Ismail Naurdiev,"5' 10""",170 lbs.,"74""",Orthodox,3.17,0.52,1.3,0.68,1.25,0.71,0.7,0.2,-16.961924,-1.8382583
Tafon Nchukwi,"6' 0""",205 lbs.,"77""",Orthodox,7.59,0.55,4.31,0.52,0.0,0.0,0.75,0.0,44.965836,15.717142
Joe Neal,"5' 6""",135 lbs.,,,1.87,0.19,3.8,0.66,0.0,0.0,0.0,0.0,7.1536274,-43.23788
Dustin Neace,"5' 9""",145 lbs.,,,2.08,0.32,2.66,0.56,0.0,0.0,0.0,1.7,-47.953407,-15.032782
Geoff Neal,"5' 11""",170 lbs.,"75""",Southpaw,4.94,0.49,4.93,0.61,0.5,0.5,0.92,0.2,39.766685,2.4407077
Nicolae Negumereanu,"6' 0""",205 lbs.,"78""",Orthodox,0.73,0.4,4.67,0.18,0.0,0.0,0.4,0.0,41.790997,-35.718792
Stanislav Nedkov,"5' 11""",205 lbs.,"71""",Orthodox,3.33,0.43,5.39,0.43,2.77,0.41,0.0,0.0,1.0921049,41.24491
Josh Neer,"5' 11""",170 lbs.,"72""",Orthodox,3.29,0.46,3.63,0.58,1.09,0.34,0.46,1.3,6.301597,-3.0592024
Shane Nelson,"5' 9""",155 lbs.,"70""",Southpaw,1.38,0.31,2.84,0.61,1.31,0.18,0.54,1.6,-41.627995,-6.709012
Kyle Nelson,"5' 11""",155 lbs.,"71""",Switch,3.63,0.41,6.82,0.47,0.96,0.12,0.6,1.9,45.583145,-7.584526
Gunnar Nelson,"5' 11""",170 lbs.,"72""",Switch,1.71,0.57,3.33,0.49,1.72,0.55,0.66,0.9,-20.475595,10.344547
Roy Nelson,"6' 0""",263 lbs.,"73""",Orthodox,2.18,0.36,4.79,0.46,1.14,0.27,0.65,0.1,12.510463,-16.863998
Julio Cesar Neves Jr.,"5' 8""",145 lbs.,,,1.98,0.35,4.81,0.51,1.06,0.25,0.76,0.0,12.285364,-17.143639
Mario Neto,"6' 0""",229 lbs.,,Orthodox,1.89,0.5,1.89,0.7,2.84,1.0,0.0,0.0,-32.362717,20.517357
Antonio Braga Neto,"6' 3""",185 lbs.,"77""",Orthodox,1.36,0.33,3.92,0.45,3.07,0.37,0.0,0.5,-21.866228,18.183529
Nick Newell,"5' 10""",155 lbs.,,Southpaw,3.53,0.46,4.07,0.36,0.0,0.0,0.33,0.0,30.159668,-10.968267
Journey Newson,"5' 5""",135 lbs.,"67""",Orthodox,2.76,0.32,2.76,0.65,0.0,0.0,0.0,0.9,-10.866728,-27.135374
Jeff Newton,"6' 2""",205 lbs.,,Sideways,0.28,0.2,1.41,0.52,0.0,0.0,0.0,8.5,-64.225975,-0.6674414
Emanuel Newton,"6' 1""",205 lbs.,,,1.92,0.49,1.35,0.51,2.02,1.0,0.0,0.0,-25.862844,-5.0855837
Francis Ngannou,"6' 4""",250 lbs.,"83""",Orthodox,2.23,0.37,2.03,0.47,0.0,0.0,0.71,0.5,-16.390768,-29.815384
Carlos Newton,"5' 9""",170 lbs.,,Orthodox,0.65,0.41,1.55,0.44,2.47,0.7,0.43,0.9,-41.889896,4.5369086
Ben Nguyen,"5' 5""",125 lbs.,"65""",Switch,3.51,0.4,3.01,0.59,0.25,0.33,0.63,1.0,10.82965,0.4442804
Alex Nicholson,"6' 4""",185 lbs.,"77""",Orthodox,4.12,0.43,4.65,0.47,0.0,0.0,0.5,0.5,33.62568,-4.673164
Mike Nickels,"6' 4""",205 lbs.,,Orthodox,4.44,0.52,1.11,0.64,11.11,0.8,0.0,2.8,-31.79594,49.805134
Steven Nguyen,"5' 11""",145 lbs.,,Switch,6.3,0.31,9.04,0.59,0.0,0.0,1.0,0.0,58.28857,-0.25895822
Matheus Nicolau,"5' 6""",125 lbs.,"66""",Orthodox,3.79,0.52,2.83,0.67,1.93,0.44,1.0,1.4,-8.70954,10.990459
Jaimelene Nievera,"5' 5""",125 lbs.,,Orthodox,1.67,0.53,8.73,0.33,1.79,0.16,0.0,0.0,60.62715,-13.169294
Tom Niinimaki,"5' 9""",145 lbs.,"69""",Orthodox,1.91,0.54,2.31,0.58,2.97,0.46,0.33,0.5,-30.719908,20.46858
Khomkrit Niimi,"5' 2""",125 lbs.,,,0.0,0.0,5.73,0.44,0.0,0.0,0.0,0.0,47.315937,-34.38252
Ramsey Nijem,"5' 11""",155 lbs.,"75""",Orthodox,3.05,0.44,1.62,0.62,5.32,0.62,0.55,1.1,-30.87791,41.15068
Mats Nilsson,"6' 1""",170 lbs.,,Orthodox,2.99,0.39,5.62,0.63,3.87,0.83,0.44,2.3,-1.945984,45.91646
Guangyou Ning,"5' 4""",145 lbs.,"64""",Southpaw,2.66,0.41,1.91,0.61,1.09,0.5,0.62,0.3,-16.346766,-4.2311335
Yosuke Nishijima,"5' 9""",205 lbs.,,Orthodox,1.72,0.37,5.59,0.56,0.0,0.0,0.0,0.0,42.445488,-29.298977
Akiyo Nishiura,"5' 8""",139 lbs.,,Southpaw,1.59,0.57,1.26,0.57,0.0,0.0,0.52,0.3,-17.160542,-41.484234
Chidi Njokuani,"6' 3""",170 lbs.,,,1.93,0.51,1.73,0.49,0.0,0.0,0.8,0.0,-18.687122,-30.825495
Anthony Njokuani,"6' 1""",155 lbs.,"75""",Orthodox,3.94,0.46,2.41,0.65,0.5,0.45,0.53,0.2,17.252708,14.453555
Derrick Noble,"5' 9""",170 lbs.,,Southpaw,6.21,0.4,3.79,0.59,0.0,0.0,0.0,0.0,41.307228,15.0512905
Pedro Nobre,"5' 5""",135 lbs.,,,1.37,0.3,9.16,0.35,0.0,0.0,0.0,0.0,62.14069,-15.058637
Antonio Rodrigo Nogueira,"6' 3""",240 lbs.,"77""",Orthodox,1.95,0.42,2.4,0.55,1.3,0.29,0.36,2.4,-44.198196,-8.911281
Rogerio Nogueira,"6' 2""",205 lbs.,"75""",Southpaw,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,-10.64545,-13.378338
Alexandre Franca Nogueira,"5' 7""",145 lbs.,,Orthodox,0.6,0.2,4.18,0.57,0.0,0.0,0.0,0.0,6.5552006,-50.809837
Kyle Noke,"6' 1""",170 lbs.,"76""",Southpaw,3.23,0.5,2.09,0.64,1.53,0.54,0.66,0.8,-10.164026,2.7154703
KJ Noons,"5' 10""",155 lbs.,"70""",Orthodox,3.68,0.35,3.78,0.65,0.08,0.2,0.68,0.0,20.619238,2.5880985
Sage Northcutt,"6' 0""",170 lbs.,"71""",Orthodox,3.58,0.52,1.96,0.58,1.81,0.34,0.41,0.6,-4.663848,11.138587
Scott Norton,"5' 10""",170 lbs.,,Orthodox,0.67,0.3,0.34,0.6,2.52,0.25,0.0,0.0,-39.271828,2.883189
Jan Nortje,"6' 1""",310 lbs.,,Southpaw,3.32,0.51,4.5,0.32,0.0,0.0,0.66,2.9,3.8973649,-0.08120227
Jason Novelli,"6' 0""",155 lbs.,,Orthodox,1.73,0.24,3.55,0.66,0.7,0.33,1.0,0.0,4.352531,-16.91787
Amanda Nunes,"5' 8""",145 lbs.,"69""",Orthodox,4.5,0.51,2.45,0.57,2.5,0.53,0.84,0.9,1.5241076,25.746166
Phillipe Nover,"5' 9""",145 lbs.,"72""",Orthodox,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,-11.265697,-18.498592
Diego Nunes,"5' 6""",145 lbs.,"67""",Orthodox,2.72,0.43,2.59,0.58,1.18,0.44,0.65,0.6,-7.56314,-1.1270418
Khabib Nurmagomedov,"5' 10""",155 lbs.,"70""",Orthodox,4.1,0.48,1.75,0.65,5.32,0.48,0.84,0.8,-28.35009,42.171646
Said Nurmagomedov,"5' 8""",135 lbs.,"70""",Orthodox,4.65,0.46,2.37,0.6,0.45,0.07,0.71,0.0,25.907028,14.620688
Abubakar Nurmagomedov,"5' 11""",170 lbs.,"72""",Orthodox,1.41,0.44,0.71,0.81,5.29,1.0,0.0,0.0,-40.8114,34.98934
Umar Nurmagomedov,"5' 8""",135 lbs.,,Orthodox,2.89,0.6,0.81,0.76,8.67,0.45,0.0,1.7,-34.62228,48.757004
Kennedy Nzechukwu,"6' 5""",205 lbs.,"83""",Southpaw,5.38,0.43,5.8,0.48,0.0,0.0,0.78,0.0,46.671494,4.1890306
Jake O'Brien,"6' 3""",205 lbs.,"76""",Orthodox,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,-35.16257,43.61487
TJ O'Brien,"6' 2""",155 lbs.,,Orthodox,3.77,0.46,4.78,0.57,0.94,1.0,0.0,0.0,24.307304,-11.291075
Sean O'Connell,"6' 1""",205 lbs.,"74""",Orthodox,5.46,0.48,6.77,0.45,0.0,0.0,0.3,0.5,51.32664,0.5866931
Dan O'Connor,"5' 4""",115 lbs.,,,4.0,0.56,5.1,0.54,0.0,0.0,1.0,0.0,34.90037,-9.854841
Sean O'Haire,"6' 5""",270 lbs.,,Orthodox,8.28,0.57,22.76,0.21,0.0,0.0,0.0,0.0,72.15562,-8.6696615
Jeremiah O'Neal,"5' 8""",260 lbs.,,,1.15,0.4,7.5,0.23,0.0,0.0,0.0,0.0,51.483833,-27.692772
Sean O'Malley,"5' 11""",135 lbs.,"72""",Switch,6.35,0.57,3.76,0.64,1.05,0.5,0.61,1.1,37.942417,20.318878
Chuck O'Neil,"6' 2""",170 lbs.,,,3.13,0.37,4.4,0.72,0.0,0.0,0.0,0.0,31.851603,-16.220762
Casey O'Neill,"5' 6""",125 lbs.,"69""",,5.64,0.72,1.84,0.42,6.91,0.66,0.0,1.7,-28.962713,46.051342
Takahiro Oba,"5' 8""",200 lbs.,,Southpaw,0.23,0.25,1.82,0.69,0.0,0.0,0.0,0.0,-10.415857,-49.889523
Brendan O'Reilly,"5' 7""",170 lbs.,"69""",Orthodox,1.9,0.47,2.77,0.39,2.22,0.43,0.36,0.6,-22.441109,11.140662
Nobuhiro Obiya,"5' 8""",145 lbs.,,Orthodox,0.63,0.28,2.53,0.55,0.5,0.5,0.41,0.5,-15.136779,-21.39789
Christian Ocon,"5' 8""",135 lbs.,"69""",Orthodox,1.73,0.53,5.27,0.34,0.0,0.0,0.63,0.0,40.046227,-26.937708
Naoya Ogawa,"6' 4""",255 lbs.,,Orthodox,2.41,0.42,1.66,0.47,1.25,1.0,0.66,1.2,-19.218039,-7.09943
Volkan Oezdemir,"6' 2""",205 lbs.,"75""",Orthodox,5.03,0.45,4.24,0.55,0.36,0.2,0.8,0.0,35.428295,9.65806
Koji Oishi,"5' 8""",170 lbs.,,Orthodox,1.43,0.09,17.86,0.43,0.0,0.0,0.0,0.0,70.68726,-10.458456
Michiyoshi Ohara,"5' 10""",205 lbs.,,Orthodox,0.28,0.29,3.13,0.48,0.0,0.0,0.33,0.0,0.9095673,-51.338356
Andy Ogle,"5' 8""",145 lbs.,"69""",Orthodox,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,-23.794636,-2.800255
Yushin Okami,"6' 2""",170 lbs.,"75""",Southpaw,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,-26.118752,0.362565
JJ Okanovich,"5' 11""",155 lbs.,"76""",Orthodox,6.93,0.55,5.27,0.5,0.0,0.0,1.0,0.0,46.480408,13.216679
Kazuki Okubo,"5' 11""",175 lbs.,,Orthodox,1.53,0.38,1.97,0.46,0.51,0.25,0.36,2.0,-46.81821,-9.8503
Masakatsu Okuda,,,,,0.0,0.0,4.27,0.34,0.0,0.0,0.0,4.3,-58.323162,-3.624686
Michal Oleksiejczuk,"6' 0""",205 lbs.,"74""",Southpaw,4.83,0.56,2.91,0.69,1.05,0.66,0.35,0.0,19.625387,18.165556
Aleksei Oleinik,"6' 2""",240 lbs.,"80""",Orthodox,3.47,0.5,3.85,0.44,2.38,0.46,0.33,2.4,-12.366544,11.904318
Rafaello Oliveira,"5' 8""",155 lbs.,"71""",Orthodox,2.19,0.33,3.38,0.59,2.49,0.36,0.11,1.6,-20.645693,14.7214575
Charles Oliveira,"5' 10""",155 lbs.,"74""",Orthodox,3.22,0.52,2.94,0.54,2.64,0.44,0.57,2.8,-50.384422,13.417044
Ednaldo Oliveira,"6' 5""",205 lbs.,,Orthodox,1.03,0.22,1.8,0.52,0.0,0.0,0.42,0.0,-10.982203,-44.47188
Bruno Oliveira,"6' 4""",205 lbs.,"80""",Orthodox,3.44,0.33,4.92,0.54,0.0,0.0,0.0,0.0,33.941628,-14.578518
Wendell Oliveira Marques,"5' 10""",170 lbs.,,Orthodox,3.77,0.47,4.4,0.47,0.0,0.0,1.0,0.0,32.114025,-10.422659
